"id"	"logId"	"accessDate"	"requestType"	"accessInterface"	"interfaceParams"	"accessSource"	"accessIp"	"executeTime"
"5088"	"4ea63a20d5874c1795f158c1c6cabb14"	"19/8/2022 10:38:25"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"9"
"5089"	"e436cfdada6c4d85953155b391d1c883"	"19/8/2022 10:38:26"	"POST"	"/queryBookList"	"[{bId=7, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"19"
"5090"	"e436cfdada6c4d85953155b391d1c883"	"19/8/2022 10:38:26"	"POST"	"/queryBookList"	"[{bId=7, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"19"
"5091"	"e436cfdada6c4d85953155b391d1c883"	"19/8/2022 10:38:26"	"POST"	"/queryBookList"	"[{bId=7, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"19"
"5092"	"0b856a6d89ee4eb7a9bf67c241a63f6f"	"19/8/2022 10:39:08"	"POST"	"/queryUser"	"[{userName=游客, password=123456, passWord=e10adc3949ba59abbe56e057f20f883e}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"3"
"5093"	"fc443b18f20e43a69d2ff6504b02678e"	"19/8/2022 10:39:11"	"POST"	"/queryUserList"	"[{userName=游客, sex=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"0"
"5094"	"c3bf6323155143139d5e5d12024d20ba"	"19/8/2022 10:39:11"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, returnType=2, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"0"
"5095"	"a0ed1f03f7844da2a899fcacf3a55b9b"	"19/8/2022 10:39:11"	"POST"	"/queryBookList"	"[{bId=7, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"0"
"5096"	"3c654942b58d4966baf21b8efe78cddc"	"19/8/2022 10:39:11"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"6"
"5097"	"aafa00fe45744487bf32b9a7f10b55dd"	"19/8/2022 10:39:12"	"POST"	"/queryBookList"	"[{bId=, bookName=, author=, inventory=, price=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"7"
"5098"	"4062d43a31fa4677ac20374ae6d309aa"	"19/8/2022 10:39:13"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"5"
"5099"	"9d4370705eb54cc884fd238f6a6399f0"	"19/8/2022 10:39:13"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"16"
"5100"	"9d4370705eb54cc884fd238f6a6399f0"	"19/8/2022 10:39:13"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"16"
"5101"	"9d4370705eb54cc884fd238f6a6399f0"	"19/8/2022 10:39:13"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"16"
"5102"	"35da38b620b54becaa92ad393f4311f3"	"19/8/2022 10:39:55"	"POST"	"/queryUser"	"[{userName=游客, password=123456, passWord=e10adc3949ba59abbe56e057f20f883e}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"7"
"5103"	"3c920487538f4bc0883ab622d1be0841"	"19/8/2022 10:39:57"	"POST"	"/queryUserList"	"[{userName=游客, sex=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"4"
"5104"	"4a28eaf0798a4304be2b91504f252b40"	"19/8/2022 10:39:58"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, returnType=2, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"17"
"5105"	"2a442f6239fa4a1887d4890465074810"	"19/8/2022 10:39:58"	"POST"	"/queryBookList"	"[{bId=7, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"0"
"5106"	"ee417fe5cc074affa97fc527f10da9eb"	"19/8/2022 10:39:58"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"16"
"5107"	"ba22bc20c6e94b118fa840aa69ab3871"	"19/8/2022 10:40:05"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"9"
"5108"	"ba22bc20c6e94b118fa840aa69ab3871"	"19/8/2022 10:40:05"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"9"
"5109"	"cef72582e3f143aca56931d1d9dedc12"	"19/8/2022 10:40:05"	"POST"	"/queryBookList"	"[{bId=7, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"5"
"5110"	"d0418de1c6e745ebab86d87752592f00"	"19/8/2022 10:40:06"	"POST"	"/queryBookList"	"[{bId=4, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"8"
"5111"	"d0418de1c6e745ebab86d87752592f00"	"19/8/2022 10:40:06"	"POST"	"/queryBookList"	"[{bId=4, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"8"
"5112"	"bea104125765450fbc45db40d9c24f6b"	"19/8/2022 10:42:08"	"POST"	"/queryUser"	"[{userName=游客, password=123456, passWord=e10adc3949ba59abbe56e057f20f883e}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"4"
"5113"	"376acfcf47464fb9927c79aa42f78b70"	"19/8/2022 10:42:10"	"POST"	"/queryUserList"	"[{userName=游客, sex=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"4"
"5114"	"fa9dc0d05a834864912c7748a2dd2037"	"19/8/2022 10:42:10"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, returnType=2, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"6"
"5115"	"dcbfc1640f9d4a58bfc7b36ac2b2e515"	"19/8/2022 10:42:10"	"POST"	"/queryBookList"	"[{bId=7, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"8"
"5116"	"c89a0d529be3487785a5e45fa1752455"	"19/8/2022 10:42:11"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"7"
"5117"	"e67e2446a9b540199dd2703e3ccf3a0c"	"19/8/2022 10:42:14"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"12"
"5118"	"e67e2446a9b540199dd2703e3ccf3a0c"	"19/8/2022 10:42:14"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"12"
"5119"	"b8beaa2c514049d99165b30e8c1aaa9f"	"19/8/2022 10:42:15"	"POST"	"/queryBookList"	"[{bId=7, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"8"
"5120"	"b0f5e4ad40d344cf98ba6e487d1eb3c3"	"19/8/2022 10:42:15"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"7"
"5121"	"b0f5e4ad40d344cf98ba6e487d1eb3c3"	"19/8/2022 10:42:15"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"7"
"5122"	"8bc997fca2ae4059983dfe4b4ba377ad"	"19/8/2022 10:42:46"	"POST"	"/queryUser"	"[{userName=游客, password=123456, passWord=e10adc3949ba59abbe56e057f20f883e}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"3"
"5123"	"c7f931200b4149409fc2ebaed54835fd"	"19/8/2022 10:42:49"	"POST"	"/queryUserList"	"[{userName=游客, sex=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"5"
"5124"	"379f9f55187648d3b93514e210edf3b6"	"19/8/2022 10:42:49"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, returnType=2, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"8"
"5125"	"cebc6b3eb3a14c25b80f849658a4778e"	"19/8/2022 10:42:49"	"POST"	"/queryBookList"	"[{bId=7, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"5"
"5126"	"6353ef6c94ac4fa9baaa240f9a31d77d"	"19/8/2022 10:42:50"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"9"
"5127"	"72830a9fc471467d9a87b4d1dd29ad9d"	"19/8/2022 10:42:50"	"POST"	"/queryBookList"	"[{bId=, bookName=, author=, inventory=, price=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"7"
"5128"	"fff68cab9ecf436e91707154fca34c91"	"19/8/2022 10:42:50"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"5"
"5129"	"36694e4e54714770a500983701c43193"	"19/8/2022 10:42:51"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"15"
"5130"	"36694e4e54714770a500983701c43193"	"19/8/2022 10:42:51"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"15"
"5131"	"36694e4e54714770a500983701c43193"	"19/8/2022 10:42:51"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"15"
"5132"	"818fade0d4a346b1b8649349913356a9"	"19/8/2022 10:46:16"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"12"
"5133"	"aad0edc3e10d4ce3a1922736aa1777fe"	"19/8/2022 10:46:16"	"POST"	"/queryBookList"	"[{bId=7, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"5"
"5134"	"14cff69d0fca4a7cb459760a3b701b0b"	"19/8/2022 10:46:17"	"POST"	"/queryBookList"	"[{bId=4, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"19"
"5135"	"14cff69d0fca4a7cb459760a3b701b0b"	"19/8/2022 10:46:17"	"POST"	"/queryBookList"	"[{bId=4, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"19"
"5136"	"06c7ef1d7053442d99b54816713233d3"	"19/8/2022 10:46:32"	"POST"	"/queryUser"	"[{userName=游客, password=123456, passWord=e10adc3949ba59abbe56e057f20f883e}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"3"
"5137"	"3a731377ef494b5d9aafb770738cc323"	"19/8/2022 10:46:35"	"POST"	"/queryUserList"	"[{userName=游客, sex=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"0"
"5138"	"2ec4afd836f14fb785d92d7d769e44db"	"19/8/2022 10:46:35"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, returnType=2, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"5"
"5139"	"ba4932f00167476fa47cd550ca82e794"	"19/8/2022 10:46:35"	"POST"	"/queryBookList"	"[{bId=7, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"5"
"5140"	"3e1d9da78ff3435f9ce0f23d76352586"	"19/8/2022 10:46:35"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"18"
"5141"	"35cc05bcb2fb4e269b831358408f6438"	"19/8/2022 10:46:36"	"POST"	"/queryBookList"	"[{bId=, bookName=, author=, inventory=, price=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"6"
"5142"	"dfacb6dfc40a479bb6da0826fc21c2d4"	"19/8/2022 10:46:36"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"6"
"5143"	"eae065271c024c94a234254645537b11"	"19/8/2022 10:46:36"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"24"
"5144"	"eae065271c024c94a234254645537b11"	"19/8/2022 10:46:36"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"24"
"5145"	"eae065271c024c94a234254645537b11"	"19/8/2022 10:46:36"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"24"
"5146"	"ee7e2e5db3274683b76fc83fd8846c32"	"19/8/2022 10:46:44"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"6"
"5147"	"cad91301b02c4fb280ccc6feb55ce582"	"19/8/2022 10:46:44"	"POST"	"/queryBookList"	"[{bId=4, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"10"
"5148"	"cad91301b02c4fb280ccc6feb55ce582"	"19/8/2022 10:46:44"	"POST"	"/queryBookList"	"[{bId=4, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"20"
"5149"	"cad91301b02c4fb280ccc6feb55ce582"	"19/8/2022 10:46:44"	"POST"	"/queryBookList"	"[{bId=4, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"20"
"5150"	"1e39e2396a224d25b961b9665aac0965"	"19/8/2022 10:47:11"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"8"
"5151"	"983f83570d504225a1ddce2cc0a5cf1f"	"19/8/2022 10:47:11"	"POST"	"/queryBookList"	"[{bId=4, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"15"
"5152"	"983f83570d504225a1ddce2cc0a5cf1f"	"19/8/2022 10:47:11"	"POST"	"/queryBookList"	"[{bId=4, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"15"
"5153"	"983f83570d504225a1ddce2cc0a5cf1f"	"19/8/2022 10:47:11"	"POST"	"/queryBookList"	"[{bId=4, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"15"
"5154"	"220b1a9cd15f421bb4fff74e1a5c9e3e"	"19/8/2022 10:47:37"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"8"
"5155"	"34c8ed8de97946e397e3fd78eec21c78"	"19/8/2022 10:47:38"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"17"
"5156"	"34c8ed8de97946e397e3fd78eec21c78"	"19/8/2022 10:47:38"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"17"
"5157"	"34c8ed8de97946e397e3fd78eec21c78"	"19/8/2022 10:47:38"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"17"
"5158"	"211eea456dab4b36bcf8039067425006"	"19/8/2022 10:50:10"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"9"
"5159"	"f9795745045549859d317f8491ea55c5"	"19/8/2022 10:50:11"	"POST"	"/queryBookList"	"[{bId=7, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"7"
"5160"	"525d57a2c4014d1bb606ac8e974ac53f"	"19/8/2022 10:50:11"	"POST"	"/queryBookList"	"[{bId=4, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"8"
"5161"	"525d57a2c4014d1bb606ac8e974ac53f"	"19/8/2022 10:50:11"	"POST"	"/queryBookList"	"[{bId=4, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"8"
"5162"	"6e8f065128a145d6ae302ae4ae9e584c"	"19/8/2022 10:53:30"	"POST"	"/queryUser"	"[{userName=游客, password=123456, passWord=e10adc3949ba59abbe56e057f20f883e}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"301"
"5163"	"b17d0f2d7e4e4915a1446e42690ec3b7"	"19/8/2022 10:53:32"	"POST"	"/queryUserList"	"[{userName=游客, sex=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"60"
"5164"	"fce6ebb47bb0409a81c6e8614a1564c6"	"19/8/2022 10:53:33"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, returnType=2, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"20"
"5165"	"bc2a8c8c290a4e0382ada2162263365a"	"19/8/2022 10:54:55"	"POST"	"/queryUser"	"[{userName=游客, password=123456, passWord=e10adc3949ba59abbe56e057f20f883e}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"291"
"5166"	"7aff023b15e64cc4a5dbfe0b2dbf2488"	"19/8/2022 10:54:58"	"POST"	"/queryUserList"	"[{userName=游客, sex=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"60"
"5167"	"ada6648bf0304c3d95bc9d61dd224ea9"	"19/8/2022 10:54:58"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, returnType=2, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"22"
"5168"	"4125814e8128489eb62cccc946396ce1"	"19/8/2022 10:55:56"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"18"
"5169"	"2eb1a096998a422894c0b5c38d2a3eeb"	"19/8/2022 10:56:01"	"POST"	"/queryUserList"	"[{userName=, sex=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"9"
"5170"	"064b03eaee6a421c9bc475aee4de2b7f"	"19/8/2022 10:56:04"	"POST"	"/queryBookList"	"[{bId=, bookName=, author=, inventory=, price=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"13"
"5171"	"51df8c78bdac42768302feb8bb5d1b61"	"19/8/2022 10:57:24"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"33"
"5172"	"cfc8f89277264fe18cc037e8defa3719"	"19/8/2022 10:57:35"	"POST"	"/queryUser"	"[{userName=游客, password=123456, passWord=e10adc3949ba59abbe56e057f20f883e}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"4"
"5173"	"83092115a5ae417a98e8f6aa269d1c30"	"19/8/2022 10:57:37"	"POST"	"/queryUserList"	"[{userName=游客, sex=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"7"
"5174"	"2d5c0f29288048799fa2482f2abb9d3e"	"19/8/2022 10:57:38"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, returnType=2, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"6"
"5175"	"5a1a9398b23044e9999758905ed553aa"	"19/8/2022 10:59:50"	"POST"	"/queryUser"	"[{userName=游客, password=123456, passWord=e10adc3949ba59abbe56e057f20f883e}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"290"
"5176"	"8808dcc18ba64da1a6810eab1de4bae7"	"19/8/2022 10:59:54"	"POST"	"/queryUserList"	"[{userName=游客, sex=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"64"
"5177"	"4c9a2b15c3db47b5a48a66cd8e65ddc0"	"19/8/2022 10:59:54"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, returnType=2, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"21"
"5178"	"0cc4d106196b405e9b0499d9871bb2a6"	"19/8/2022 10:59:54"	"POST"	"/queryBookList"	"[{bId=7, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"8"
"5179"	"53edc0ab213d47a285d53856ca602869"	"19/8/2022 10:59:54"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"8"
"5180"	"9cfd7e2af2e14aeb8605d776765d2a6e"	"19/8/2022 11:00:52"	"POST"	"/queryUserList"	"[{userName=游客, sex=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"8"
"5181"	"f557e6176fd44f6a86e7f77743a4467c"	"19/8/2022 11:00:53"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, returnType=2, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"8"
"5182"	"f64a46969dee4c529d2cb689085736a2"	"19/8/2022 11:00:53"	"POST"	"/queryBookList"	"[{bId=7, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"6"
"5183"	"a38932a440d0484fa8a15a53674a79b1"	"19/8/2022 11:00:53"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"12"
"5184"	"8f24659777ea416bbd720f9dd79dea9a"	"19/8/2022 11:01:16"	"POST"	"/queryUserList"	"[{userName=游客, sex=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"21"
"5185"	"37442485aa5f488ab08a946cddff1d12"	"19/8/2022 11:01:17"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, returnType=2, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"7"
"5186"	"30a234ed36d84532b67fcfef83e117a1"	"19/8/2022 11:01:17"	"POST"	"/queryBookList"	"[{bId=7, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"6"
"5187"	"65f564d6afc24388a5ab0d835380e031"	"19/8/2022 11:01:17"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"6"
"5188"	"527ff67bd06d4ed2a1f36e4d315e7989"	"19/8/2022 11:01:26"	"POST"	"/queryUserList"	"[{userName=游客, sex=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"8"
"5189"	"8e82e2b8c82a4f07a1cc0b3ef332f075"	"19/8/2022 11:01:27"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, returnType=2, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"6"
"5190"	"918fa4e78a054c50b68b4350283f7374"	"19/8/2022 11:01:27"	"POST"	"/queryBookList"	"[{bId=7, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"8"
"5191"	"dc9188aa366b4fa09ef791c2ad5008cc"	"19/8/2022 11:01:27"	"POST"	"/queryBookList"	"[{bId=8, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"5"
"5192"	"e27de3052ab24f1c9074065f004e6d80"	"19/8/2022 11:04:23"	"POST"	"/queryUser"	"[{userName=游客, password=123456, passWord=e10adc3949ba59abbe56e057f20f883e}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"3"
"5193"	"fe1ac2fc39974fce83a6e8686a6e64f7"	"19/8/2022 11:04:26"	"POST"	"/queryUserList"	"[{userName=游客, sex=, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"6"
"5194"	"e4ebe95f9ea44be9a0e1c1208445cfcc"	"19/8/2022 11:04:26"	"POST"	"/queryBookSubList"	"[{uId=007, bookType=1, returnType=2, pageNum=1, pageSize=10}]"	"WINDOWS_10-CHROME9(98.0.4758.9)"	"127.0.0.1"	"7"
